seqname	V	D	J	vlen	vdilen	dlen	djilen	jlen
S8337	IGHV6-1*02	IGHD3-10*02	IGHJ3*01	303	0	12	3	49
S8338	IGHV4-61*03	IGHD6-13*01	IGHJ6*01	296	7	20	7	58
S8339	IGHV4-59*06	IGHD2-8*01	IGHJ3*02	288	0	14	6	50
S8340	IGHV1-8*01	IGHD4-11*01	IGHJ2*01	294	8	6	4	43
S8341	IGHV3-NL1*01	IGHD1-1*01	IGHJ6*04	294	8	13	6	61
S8342	IGHV3-9*02	IGHD4-11*01	IGHJ2*01	294	0	11	0	53
S8343	IGHV5-10-1*01	IGHD5-24*01	IGHJ5*01	294	7	17	4	51
S8344	IGHV3/OR16-8*01	IGHD7-27*01	IGHJ1*01	293	10	8	4	52
S8345	IGHV3-53*02	IGHD3-10*02	IGHJ5*02	289	8	17	4	40
S8346	IGHV3-53*02	IGHD3-22*01	IGHJ5*02	291	0	19	5	49
S8347	IGHV3-25*04	IGHD3-16*01	IGHJ3*02	293	2	25	0	44
S8348	IGHV1-58*02	IGHD6-6*01	IGHJ2*01	294	3	5	4	46
S8349	IGHV3-43*01	IGHD4-23*01	IGHJ2*01	294	9	4	3	51
S8350	IGHV7-4-1*02	IGHD5-24*01	IGHJ2*01	289	3	15	0	48
S8351	IGHV3/OR15-7*02	IGHD4-11*01	IGHJ2*01	295	0	5	10	51
S8352	IGHV4-34*12	IGHD1-7*01	IGHJ2*01	291	0	14	3	53
S8353	IGHV1-69*14	IGHD6-25*01	IGHJ5*01	294	8	18	2	45
S8354	IGHV4-28*06	IGHD6-19*01	IGHJ2*01	294	3	9	0	46
S8355	IGHV1-69-2*01	IGHD3-16*01	IGHJ4*02	290	3	33	8	48
S8356	IGHV3-21*01	IGHD5/OR15-5a*01	IGHJ1*01	294	0	8	14	48
S8357	IGHV3-13*03	IGHD3-10*02	IGHJ5*02	291	0	24	0	43
S8358	IGHV3-43D*01	IGHD2-8*02	IGHJ4*01	294	8	15	0	35
S8359	IGHV3-NL1*01	IGHD6-13*01	IGHJ5*01	293	7	11	4	43
S8360	IGHV3-74*03	IGHD3-10*02	IGHJ3*02	292	9	22	0	44
S8361	IGHV3-13*04	IGHD5/OR15-5a*01	IGHJ5*02	291	15	17	0	50
S8362	IGHV3-73*02	IGHD4-23*01	IGHJ5*01	298	7	13	3	46
S8363	IGHV1-58*02	IGHD3-10*01	IGHJ6*02	294	4	27	8	60
S8364	IGHV4-38-2*01	IGHD1-26*01	IGHJ2*01	294	5	9	3	47
S8365	IGHV3-15*04	IGHD5-18*01	IGHJ4*02	300	0	10	0	48
S8366	IGHV3-33*06	IGHD5-24*01	IGHJ5*01	294	6	13	8	46
S8367	IGHV1/OR15-1*04	IGHD7-27*01	IGHJ1*01	294	3	8	7	52
S8368	IGHV2-70D*04	IGHD4/OR15-4a*01	IGHJ3*01	300	7	9	13	41
S8369	IGHV3-66*03	IGHD1/OR15-1a*01	IGHJ2*01	291	0	15	1	42
S8370	IGHV1/OR15-9*01	IGHD3-3*02	IGHJ6*02	293	4	21	9	57
S8371	IGHV1-3*02	IGHD4-23*01	IGHJ2*01	292	7	12	0	47
S8372	IGHV4-30-4*02	IGHD1-20*01	IGHJ5*01	297	3	0	0	46
S8373	IGHV4-4*06	IGHD1-1*01	IGHJ1*01	218	7	12	1	48
S8374	IGHV1-46*01	IGHD5-12*01	IGHJ4*03	291	12	10	7	35
S8375	IGHV3-64D*06	IGHD5-12*01	IGHJ6*02	292	4	19	0	57
S8376	IGHV4-59*04	IGHD2-15*01	IGHJ2*01	288	9	23	8	51
S8377	IGHV3-13*03	IGHD2-21*01	IGHJ2*01	287	15	19	1	45
S8378	IGHV3-11*01	IGHD6-6*01	IGHJ4*01	293	0	10	7	48
S8379	IGHV4/OR15-8*01	IGHD6-13*01	IGHJ3*01	294	0	21	0	46
S8380	IGHV3-7*02	IGHD2-8*02	IGHJ5*01	293	0	28	1	45
S8381	IGHV3-23*01	IGHD4-17*01	IGHJ5*02	292	15	1	6	38
S8382	IGHV3-7*01	IGHD6-13*01	IGHJ2*01	293	3	5	3	42
S8383	IGHV3/OR16-9*01	IGHD1-1*01	IGHJ6*01	294	5	13	2	62
S8384	IGHV3-25*04	IGHD4-23*01	IGHJ6*01	294	4	19	2	57
S8385	IGHV3/OR16-13*01	IGHD1-7*01	IGHJ6*03	291	7	2	4	62
S8386	IGHV3-38*01	IGHD3-22*01	IGHJ1*01	287	0	22	0	52
S8387	IGHV3-30*09	IGHD5-18*01	IGHJ4*01	292	0	17	7	39
S8388	IGHV3/OR16-6*02	IGHD5-12*01	IGHJ3*01	299	8	18	4	44
S8389	IGHV3-30-3*02	IGHD2-2*01	IGHJ3*02	293	2	23	0	46
S8390	IGHV3-38-3*01	IGHD4-23*01	IGHJ1*01	287	0	6	4	43
S8391	IGHV3-43*01	IGHD4-17*01	IGHJ4*02	292	15	5	0	43
S8392	IGHV3/OR16-12*01	IGHD4-17*01	IGHJ5*02	294	10	2	5	47
S8393	IGHV2-70D*04	IGHD4/OR15-4a*01	IGHJ5*01	300	4	19	8	45
S8394	IGHV3-64D*06	IGHD3-9*01	IGHJ1*01	294	0	12	9	43
S8395	IGHV1-18*04	IGHD6-19*01	IGHJ5*02	294	2	0	2	42
S8396	IGHV3-64D*06	IGHD3-22*01	IGHJ1*01	294	0	23	0	50
S8397	IGHV3-48*03	IGHD5-24*01	IGHJ4*02	294	13	1	12	47
S8398	IGHV1/OR21-1*01	IGHD1-14*01	IGHJ5*01	289	12	0	8	43
S8399	IGHV4-30-2*01	IGHD6-19*01	IGHJ3*01	295	7	6	7	37
S8400	IGHV4-59*01	IGHD5-24*01	IGHJ2*01	291	0	17	0	50
S8401	IGHV3-72*01	IGHD1-7*01	IGHJ4*02	300	4	3	5	43
S8402	IGHV7-81*01	IGHD5/OR15-5a*01	IGHJ2*01	293	8	0	1	53
S8403	IGHV3-43*01	IGHD1/OR15-1a*01	IGHJ1*01	293	3	9	1	52
S8404	IGHV7-81*01	IGHD2-2*02	IGHJ1*01	294	8	28	0	52
S8405	IGHV3-74*02	IGHD1-20*01	IGHJ2*01	292	15	6	8	43
S8406	IGHV3-30-3*03	IGHD4-23*01	IGHJ2*01	294	1	16	1	49
S8407	IGHV5-10-1*04	IGHD1-14*01	IGHJ5*01	294	4	10	3	50
S8408	IGHV4-34*01	IGHD5/OR15-5a*01	IGHJ1*01	290	2	1	14	45
S8409	IGHV1-2*01	IGHD5-18*01	IGHJ3*01	293	0	8	5	46
S8410	IGHV3-35*01	IGHD5-18*01	IGHJ1*01	292	8	17	12	44
S8411	IGHV3-35*01	IGHD2-15*01	IGHJ6*01	294	4	29	3	52
S8412	IGHV6-1*02	IGHD1-1*01	IGHJ5*02	303	2	0	5	51
S8413	IGHV3-15*07	IGHD4-23*01	IGHJ2*01	299	0	18	3	44
S8414	IGHV3-49*01	IGHD6-13*01	IGHJ5*02	298	3	13	0	44
S8415	IGHV3-49*01	IGHD1/OR15-1a*01	IGHJ6*04	300	2	15	6	56
S8416	IGHV4-38-2*02	IGHD6-19*01	IGHJ2*01	293	0	15	0	53
S8417	IGHV4-38-2*01	IGHD2-15*01	IGHJ6*02	294	4	27	7	49
S8418	IGHV3/OR16-9*01	IGHD1-14*01	IGHJ3*02	293	0	6	2	45
S8419	IGHV1-18*03	IGHD5-12*01	IGHJ2*01	294	1	13	4	37
S8420	IGHV3/OR16-8*01	IGHD4-11*01	IGHJ1*01	293	6	5	8	46
S8421	IGHV1/OR21-1*01	IGHD1/OR15-1a*01	IGHJ6*04	294	7	0	0	60
S8422	IGHV3-64*03	IGHD4-17*01	IGHJ4*01	293	0	5	4	47
S8423	IGHV1-46*01	IGHD1-1*01	IGHJ5*01	294	13	11	0	43
S8424	IGHV3/OR15-7*02	IGHD1-14*01	IGHJ5*02	300	12	17	0	44
S8425	IGHV3-64D*06	IGHD5-18*01	IGHJ1*01	291	21	6	13	45
S8426	IGHV4-4*07	IGHD4-23*01	IGHJ5*01	290	3	19	5	41
S8427	IGHV3/OR16-6*02	IGHD1-20*01	IGHJ6*02	299	6	12	5	62
S8428	IGHV2-5*04	IGHD1-7*01	IGHJ6*03	295	6	1	0	58
S8429	IGHV7-81*01	IGHD1-20*01	IGHJ4*01	294	3	11	5	45
S8430	IGHV5-51*02	IGHD3-10*02	IGHJ4*02	294	6	17	4	40
S8431	IGHV3-21*02	IGHD3-3*02	IGHJ3*02	294	0	23	13	37
S8432	IGHV1-58*02	IGHD1-1*01	IGHJ3*01	294	5	0	0	50
S8433	IGHV1-69*09	IGHD1-20*01	IGHJ5*02	294	7	7	4	46
S8434	IGHV1-46*02	IGHD3-3*01	IGHJ2*01	293	5	31	4	49
S8435	IGHV3-25*04	IGHD1/OR15-1a*01	IGHJ1*01	288	7	7	4	52
S8436	IGHV1-58*01	IGHD3-3*01	IGHJ4*03	293	2	11	0	43
S8437	IGHV4-28*06	IGHD1/OR15-1a*01	IGHJ5*01	294	0	0	5	50
S8438	IGHV7-81*01	IGHD1-20*01	IGHJ6*03	293	8	12	6	62
S8439	IGHV1-8*02	IGHD5-24*01	IGHJ3*01	293	12	15	0	47
S8440	IGHV3-43*02	IGHD2-2*01	IGHJ2*01	293	12	21	0	53
S8441	IGHV3-43*01	IGHD2-8*02	IGHJ6*01	293	12	27	12	50
S8442	IGHV2-26*01	IGHD1-26*01	IGHJ6*02	298	0	4	8	62
S8443	IGHV6-1*02	IGHD1-14*01	IGHJ2*01	303	0	14	7	52
S8444	IGHV4-38-2*01	IGHD6-25*01	IGHJ4*02	293	4	12	1	48
S8445	IGHV3-73*02	IGHD2-8*02	IGHJ6*02	300	7	12	18	56
S8446	IGHV1/OR21-1*01	IGHD2-2*01	IGHJ6*01	294	0	26	5	63
S8447	IGHV3-64*02	IGHD4-11*01	IGHJ1*01	292	7	13	3	49
S8448	IGHV3-7*01	IGHD4-23*01	IGHJ5*02	293	5	14	4	51
S8449	IGHV4/OR15-8*03	IGHD1-14*01	IGHJ4*01	292	10	0	8	42
S8450	IGHV3-49*03	IGHD5/OR15-5a*01	IGHJ3*02	299	2	18	6	39
S8451	IGHV1/OR15-9*01	IGHD1-26*01	IGHJ3*01	293	7	16	3	45
S8452	IGHV1-18*01	IGHD6-25*01	IGHJ2*01	292	7	8	0	51
S8453	IGHV1-69D*01	IGHD4-11*01	IGHJ6*03	293	5	0	0	62
S8454	IGHV3-74*03	IGHD1-20*01	IGHJ5*01	294	2	6	0	44
S8455	IGHV3/OR16-6*02	IGHD5/OR15-5a*01	IGHJ5*02	300	5	16	5	47
S8456	IGHV1-58*02	IGHD4/OR15-4a*01	IGHJ1*01	291	7	16	6	44
S8457	IGHV3-16*01	IGHD6-19*01	IGHJ1*01	293	2	13	0	47
S8458	IGHV3-73*01	IGHD6-19*01	IGHJ5*02	300	2	16	7	51
S8459	IGHV3-64*02	IGHD6-19*01	IGHJ1*01	293	12	20	4	50
S8460	IGHV3-16*01	IGHD3-10*02	IGHJ1*01	290	0	21	0	47
S8461	IGHV7-4-1*01	IGHD3-9*01	IGHJ3*01	290	0	25	5	50
S8462	IGHV1-45*01	IGHD4-11*01	IGHJ3*01	293	4	2	16	49
S8463	IGHV2-5*05	IGHD2/OR15-2a*01	IGHJ5*01	296	8	25	0	47
S8464	IGHV4-59*04	IGHD2-2*03	IGHJ3*01	288	8	24	1	49
S8465	IGHV1-58*02	IGHD4-17*01	IGHJ2*01	291	7	13	18	53
S8466	IGHV3-73*02	IGHD2/OR15-2a*01	IGHJ2*01	299	6	25	0	49
S8467	IGHV3-38*03	IGHD3-9*01	IGHJ5*02	286	0	4	1	46
S8468	IGHV7-81*01	IGHD3-22*01	IGHJ4*01	294	5	28	10	48
S8469	IGHV1-58*02	IGHD1-26*01	IGHJ4*02	294	2	9	1	46
S8470	IGHV3/OR16-13*01	IGHD5-12*01	IGHJ5*02	293	7	13	0	42
S8471	IGHV3-9*03	IGHD6-19*01	IGHJ4*02	292	0	18	0	48
S8472	IGHV4-61*06	IGHD5-12*01	IGHJ1*01	224	0	13	3	52
S8473	IGHV4-30-4*07	IGHD6-19*01	IGHJ4*01	296	0	19	7	48
S8474	IGHV2-5*02	IGHD3/OR15-3a*01	IGHJ4*01	298	10	18	1	43
S8475	IGHV3-15*06	IGHD3-3*02	IGHJ6*01	299	7	16	19	62
S8476	IGHV1/OR21-1*01	IGHD5/OR15-5a*01	IGHJ5*01	293	3	13	3	46
S8477	IGHV3-30-3*01	IGHD3-10*01	IGHJ3*02	292	4	21	5	42
S8478	IGHV1-8*01	IGHD1-26*01	IGHJ3*01	293	3	6	0	50
S8479	IGHV4-59*06	IGHD6-6*01	IGHJ2*01	288	7	9	0	51
S8480	IGHV7-81*01	IGHD3-10*02	IGHJ4*02	293	0	24	5	48
S8481	IGHV6-1*01	IGHD3-9*01	IGHJ1*01	303	0	15	0	49
S8482	IGHV3-25*04	IGHD5-12*01	IGHJ2*01	294	5	9	0	47
S8483	IGHV2-5*01	IGHD3/OR15-3a*01	IGHJ5*02	299	11	26	0	46
S8484	IGHV2-70*06	IGHD2/OR15-2a*01	IGHJ1*01	290	10	23	5	45
S8485	IGHV3-38*02	IGHD2-21*02	IGHJ6*02	288	2	28	8	61
S8486	IGHV1-2*03	IGHD5-18*01	IGHJ5*02	292	4	20	3	39
S8487	IGHV7-81*01	IGHD6-19*01	IGHJ1*01	293	5	12	13	47
S8488	IGHV3-7*02	IGHD5/OR15-5a*01	IGHJ5*01	293	0	3	9	41
S8489	IGHV3-35*01	IGHD4-17*01	IGHJ3*01	294	0	11	5	39
S8490	IGHV3-11*03	IGHD2-2*02	IGHJ2*01	294	7	27	0	36
S8491	IGHV4-59*03	IGHD4-17*01	IGHJ1*01	288	6	0	3	49
S8492	IGHV3-74*02	IGHD2-21*02	IGHJ5*02	294	2	27	6	38
S8493	IGHV3-20*01	IGHD1/OR15-1a*01	IGHJ1*01	291	2	12	1	52
S8494	IGHV4-31*03	IGHD2/OR15-2a*01	IGHJ1*01	296	4	21	6	52
S8495	IGHV3-74*03	IGHD1-20*01	IGHJ3*01	294	7	6	17	43
S8496	IGHV3-49*03	IGHD6-25*01	IGHJ6*03	300	0	15	3	57
S8497	IGHV2/OR16-5*01	IGHD6-19*01	IGHJ1*01	300	2	9	0	44
S8498	IGHV3-64D*06	IGHD4/OR15-4a*01	IGHJ4*01	294	6	1	0	42
S8499	IGHV3-72*01	IGHD5-12*01	IGHJ5*02	300	9	10	0	42
S8500	IGHV1-69-2*01	IGHD2-21*02	IGHJ6*04	293	0	25	0	55
S8501	IGHV2-70D*04	IGHD7-27*01	IGHJ1*01	299	7	3	3	52
S8502	IGHV3-43D*01	IGHD5-18*01	IGHJ3*01	294	9	9	0	43
S8503	IGHV3-7*03	IGHD4/OR15-4a*01	IGHJ1*01	294	0	11	7	46
S8504	IGHV3-48*01	IGHD6-19*01	IGHJ1*01	294	6	17	0	44
S8505	IGHV4-61*05	IGHD3-9*01	IGHJ5*02	297	9	21	0	49
S8506	IGHV3-73*02	IGHD3-3*02	IGHJ4*02	300	0	24	4	48
S8507	IGHV4-61*01	IGHD4-23*01	IGHJ1*01	292	12	11	1	45
S8508	IGHV3-38-3*01	IGHD1-1*01	IGHJ5*02	288	5	0	9	38
S8509	IGHV3-7*03	IGHD4-17*01	IGHJ5*01	293	2	14	0	46
S8510	IGHV4-28*06	IGHD1-26*01	IGHJ6*04	294	4	16	7	58
S8511	IGHV3-38-3*01	IGHD6-25*01	IGHJ4*02	287	6	1	0	40
S8512	IGHV4-59*08	IGHD3-9*01	IGHJ5*02	291	0	28	5	46
S8513	IGHV1-58*02	IGHD6-19*01	IGHJ1*01	294	3	7	6	51
S8514	IGHV1-8*01	IGHD5-12*01	IGHJ5*02	293	7	13	2	49
S8515	IGHV7-81*01	IGHD3-9*01	IGHJ5*02	294	2	18	7	46
S8516	IGHV4-39*02	IGHD4-17*01	IGHJ2*01	296	0	16	5	53
S8517	IGHV3-30*14	IGHD1-1*01	IGHJ4*01	293	13	5	7	43
S8518	IGHV3-23*04	IGHD4-23*01	IGHJ1*01	290	2	7	1	43
S8519	IGHV7-81*01	IGHD1-26*01	IGHJ5*02	294	2	15	8	48
S8520	IGHV4-39*02	IGHD2-15*01	IGHJ3*02	297	0	25	0	45
S8521	IGHV4-28*01	IGHD4-17*01	IGHJ3*01	294	7	2	5	38
S8522	IGHV3-13*04	IGHD1-7*01	IGHJ3*02	291	5	1	3	37
S8523	IGHV4-31*09	IGHD2-15*01	IGHJ4*03	289	0	17	3	43
S8524	IGHV4/OR15-8*01	IGHD2/OR15-2a*01	IGHJ1*01	294	14	24	3	44
S8525	IGHV3-15*08	IGHD6-19*01	IGHJ2*01	299	7	7	7	50
S8526	IGHV4-34*05	IGHD2/OR15-2a*01	IGHJ2*01	291	4	13	0	41
S8527	IGHV6-1*01	IGHD2-15*01	IGHJ3*02	303	7	23	19	42
S8528	IGHV3-64D*06	IGHD3-16*02	IGHJ2*01	291	2	33	0	53
S8529	IGHV1-69*10	IGHD4-23*01	IGHJ2*01	294	11	8	0	48
S8530	IGHV1/OR15-1*04	IGHD3-10*02	IGHJ3*02	294	0	20	0	38
S8531	IGHV3/OR16-9*01	IGHD5-24*01	IGHJ5*02	291	3	15	1	36
S8532	IGHV3-NL1*01	IGHD4-11*01	IGHJ2*01	292	4	5	0	51
S8533	IGHV3-43D*01	IGHD4-23*01	IGHJ6*04	294	0	0	4	57
S8534	IGHV3-30-3*01	IGHD6-19*01	IGHJ4*01	294	3	10	0	48
S8535	IGHV3/OR16-10*03	IGHD6-19*01	IGHJ5*02	291	3	19	3	48
S8536	IGHV3/OR16-13*01	IGHD4-17*01	IGHJ5*02	293	23	0	0	45
S8537	IGHV3-43*01	IGHD5/OR15-5a*01	IGHJ2*01	294	11	0	0	47
S8538	IGHV1/OR15-9*01	IGHD3-9*01	IGHJ4*03	289	13	31	4	48
S8539	IGHV3-33*05	IGHD6-25*01	IGHJ3*02	294	15	18	1	48
S8540	IGHV3-43*01	IGHD1/OR15-1a*01	IGHJ3*02	294	0	17	0	44
S8541	IGHV3/OR16-6*02	IGHD3-22*01	IGHJ2*01	295	7	31	9	46
S8542	IGHV2/OR16-5*01	IGHD3-16*02	IGHJ6*02	300	7	17	0	57
S8543	IGHV3-11*06	IGHD3-3*01	IGHJ6*01	294	0	18	0	61
S8544	IGHV1-69D*01	IGHD5-12*01	IGHJ4*01	291	5	14	1	44
S8545	IGHV4-59*02	IGHD1-7*01	IGHJ4*01	288	2	4	0	43
S8546	IGHV3-30*03	IGHD5-24*01	IGHJ4*02	294	0	14	0	44
S8547	IGHV4-39*06	IGHD1-20*01	IGHJ5*02	297	0	10	0	42
S8548	IGHV3-7*03	IGHD3/OR15-3a*01	IGHJ5*01	294	2	28	13	48
S8549	IGHV1-18*03	IGHD3/OR15-3a*01	IGHJ4*01	293	0	15	4	40
S8550	IGHV1-58*01	IGHD5/OR15-5a*01	IGHJ6*02	293	0	14	3	59
S8551	IGHV5-51*04	IGHD2-2*03	IGHJ3*02	294	6	23	11	33
S8552	IGHV2-70D*14	IGHD6-13*01	IGHJ6*01	300	12	5	7	58
S8553	IGHV2/OR16-5*01	IGHD3-10*02	IGHJ1*01	299	7	29	1	52
S8554	IGHV3/OR16-13*01	IGHD5-18*01	IGHJ2*01	293	4	11	9	53
S8555	IGHV3-66*03	IGHD4-11*01	IGHJ2*01	290	0	15	0	53
S8556	IGHV3/OR16-13*01	IGHD1-1*01	IGHJ2*01	294	10	5	6	52
S8557	IGHV4-28*01	IGHD6-25*01	IGHJ6*03	294	0	12	13	62
S8558	IGHV3-15*01	IGHD1-20*01	IGHJ6*01	299	0	0	4	61
S8559	IGHV1/OR15-9*01	IGHD3-9*01	IGHJ5*01	291	0	18	5	50
S8560	IGHV3-20*02	IGHD6-25*01	IGHJ1*01	294	5	0	1	52
S8561	IGHV3-35*01	IGHD4-17*01	IGHJ1*01	294	4	9	0	39
S8562	IGHV3-38*03	IGHD6-13*01	IGHJ3*02	286	7	21	6	50
S8563	IGHV3-64D*06	IGHD4-17*01	IGHJ3*02	291	2	8	6	45
S8564	IGHV4-28*06	IGHD6-19*01	IGHJ2*01	293	4	17	8	51
S8565	IGHV3-64D*06	IGHD3-16*01	IGHJ6*01	294	4	18	3	63
S8566	IGHV1-2*01	IGHD1-14*01	IGHJ3*02	292	5	15	1	45
S8567	IGHV3/OR16-8*02	IGHD7-27*01	IGHJ1*01	294	0	6	4	48
S8568	IGHV3/OR16-10*03	IGHD3-10*02	IGHJ2*01	287	7	20	0	47
S8569	IGHV3-15*02	IGHD1-26*01	IGHJ4*02	300	0	7	0	48
S8570	IGHV3-43D*01	IGHD5-24*01	IGHJ3*02	294	6	9	5	50
S8571	IGHV3-74*02	IGHD5/OR15-5a*01	IGHJ1*01	294	0	16	11	52
S8572	IGHV3/OR16-6*02	IGHD5-24*01	IGHJ6*01	297	2	4	1	60
S8573	IGHV4-28*07	IGHD3-22*01	IGHJ6*02	294	7	31	0	58
S8574	IGHV3-9*02	IGHD1-20*01	IGHJ6*01	294	9	0	1	63
S8575	IGHV4/OR15-8*03	IGHD5/OR15-5a*01	IGHJ5*02	294	1	10	4	49
S8576	IGHV3-35*01	IGHD2/OR15-2a*01	IGHJ1*01	294	9	30	9	37
S8577	IGHV3-48*01	IGHD7-27*01	IGHJ6*01	292	0	5	4	51
S8578	IGHV1/OR15-9*01	IGHD6-19*01	IGHJ4*03	294	7	14	1	48
S8579	IGHV2-26*01	IGHD2-21*01	IGHJ6*03	299	0	18	7	51
S8580	IGHV3-72*01	IGHD1-26*01	IGHJ5*01	299	0	10	0	40
S8581	IGHV4/OR15-8*02	IGHD1-7*01	IGHJ2*01	294	0	7	0	51
S8582	IGHV4-61*06	IGHD7-27*01	IGHJ2*01	225	7	0	0	48
S8583	IGHV2-5*01	IGHD1/OR15-1a*01	IGHJ1*01	299	12	1	11	50
S8584	IGHV3-23*04	IGHD6-19*01	IGHJ4*01	294	6	7	0	48
S8585	IGHV3-64*03	IGHD6-6*01	IGHJ1*01	292	2	17	10	49
S8586	IGHV3-64*05	IGHD3-22*01	IGHJ4*02	293	5	31	0	35
S8587	IGHV3-23*05	IGHD5-12*01	IGHJ6*01	290	3	5	4	50
S8588	IGHV3-9*02	IGHD1-7*01	IGHJ5*02	291	7	17	2	38
S8589	IGHV3-23*05	IGHD6-25*01	IGHJ4*03	294	7	4	0	41
S8590	IGHV1-2*05	IGHD2-21*01	IGHJ6*02	294	4	18	0	62
S8591	IGHV5-51*03	IGHD1-7*01	IGHJ2*01	294	7	11	2	53
S8592	IGHV1-8*01	IGHD2/OR15-2a*01	IGHJ4*01	294	7	17	3	40
S8593	IGHV3/OR16-9*01	IGHD1-7*01	IGHJ1*01	294	0	13	7	50
S8594	IGHV1-2*01	IGHD5-18*01	IGHJ1*01	293	0	12	3	50
S8595	IGHV5-51*03	IGHD4/OR15-4a*01	IGHJ4*01	294	2	19	3	34
S8596	IGHV7-81*01	IGHD1-14*01	IGHJ6*03	292	2	11	0	61
S8597	IGHV3-11*01	IGHD6-25*01	IGHJ1*01	294	0	15	3	52
S8598	IGHV3-48*04	IGHD3-9*01	IGHJ6*03	293	7	30	0	51
S8599	IGHV1-69D*01	IGHD3-9*01	IGHJ6*03	292	5	24	4	59
S8600	IGHV1-2*03	IGHD4-17*01	IGHJ4*03	294	7	13	3	41
S8601	IGHV3-30*05	IGHD7-27*01	IGHJ6*03	293	4	1	0	62
S8602	IGHV3/OR16-9*01	IGHD4-17*01	IGHJ4*01	292	13	12	0	47
S8603	IGHV1-46*02	IGHD1/OR15-1a*01	IGHJ4*02	294	3	17	4	43
S8604	IGHV6-1*02	IGHD6-19*01	IGHJ6*03	303	11	13	0	60
S8605	IGHV2-5*02	IGHD3-16*01	IGHJ3*02	299	9	18	8	48
S8606	IGHV1/OR21-1*01	IGHD1-1*01	IGHJ6*01	292	0	12	14	58
S8607	IGHV3-38*01	IGHD3/OR15-3a*01	IGHJ3*02	286	6	26	2	35
S8608	IGHV3-23*05	IGHD3-9*01	IGHJ2*01	294	7	28	8	48
S8609	IGHV1-69D*01	IGHD6-6*01	IGHJ4*02	289	0	0	3	48
S8610	IGHV3-64*03	IGHD3-16*01	IGHJ2*01	293	0	27	0	53
S8611	IGHV1/OR15-5*02	IGHD6-19*01	IGHJ3*01	294	5	8	0	45
S8612	IGHV1-3*02	IGHD1-20*01	IGHJ3*01	294	7	2	0	49
S8613	IGHV3-15*03	IGHD4-17*01	IGHJ3*01	300	2	11	0	45
S8614	IGHV3/OR16-10*02	IGHD4/OR15-4a*01	IGHJ2*01	290	13	11	11	45
S8615	IGHV1-2*01	IGHD1-14*01	IGHJ4*01	294	3	7	6	42
S8616	IGHV2-70D*04	IGHD1-14*01	IGHJ5*02	297	7	8	7	51
S8617	IGHV3-16*02	IGHD5-12*01	IGHJ2*01	293	4	13	4	53
S8618	IGHV3-30-3*02	IGHD5/OR15-5a*01	IGHJ5*02	293	17	19	6	38
S8619	IGHV1-46*01	IGHD5-24*01	IGHJ3*02	294	0	17	3	47
S8620	IGHV2/OR16-5*01	IGHD3-3*01	IGHJ5*01	298	8	20	4	46
S8621	IGHV1-58*01	IGHD4-11*01	IGHJ1*01	294	10	5	3	52
S8622	IGHV3-49*03	IGHD4-11*01	IGHJ6*04	300	7	4	5	63
S8623	IGHV1-18*03	IGHD1-1*01	IGHJ3*01	288	4	13	0	44
S8624	IGHV7-4-1*01	IGHD4-17*01	IGHJ4*01	291	6	1	2	40
S8625	IGHV2-70D*04	IGHD2-21*02	IGHJ6*03	300	5	22	9	60
S8626	IGHV4-31*05	IGHD3-22*01	IGHJ4*03	288	2	22	3	46
S8627	IGHV3-53*02	IGHD6-6*01	IGHJ6*04	290	4	12	0	58
S8628	IGHV3-72*01	IGHD7-27*01	IGHJ4*01	300	5	5	0	48
S8629	IGHV3-64D*06	IGHD2-8*02	IGHJ2*01	293	8	27	13	44
S8630	IGHV2-26*01	IGHD1-26*01	IGHJ1*01	300	9	20	1	52
S8631	IGHV3-49*04	IGHD1-7*01	IGHJ6*04	300	9	17	5	57
S8632	IGHV3/OR16-10*01	IGHD5-12*01	IGHJ1*01	290	7	22	8	43
S8633	IGHV1-2*02	IGHD3-10*01	IGHJ5*02	293	5	29	1	51
S8634	IGHV4-38-2*01	IGHD3/OR15-3a*01	IGHJ6*01	291	0	27	0	55
S8635	IGHV4-61*08	IGHD6-13*01	IGHJ2*01	297	5	13	1	45
S8636	IGHV4-61*05	IGHD5/OR15-5a*01	IGHJ5*02	297	3	15	4	51
S8637	IGHV3-33*01	IGHD2/OR15-2a*01	IGHJ1*01	293	0	27	0	50
S8638	IGHV1/OR21-1*01	IGHD2-21*02	IGHJ3*02	294	7	24	0	45
S8639	IGHV3-53*02	IGHD5-18*01	IGHJ4*03	288	4	20	0	40
S8640	IGHV3-38-3*01	IGHD4-23*01	IGHJ4*02	285	2	11	0	36
S8641	IGHV4-31*05	IGHD4-17*01	IGHJ2*01	290	7	0	13	51
S8642	IGHV3-66*02	IGHD1-26*01	IGHJ1*01	288	0	15	12	52
S8643	IGHV1/OR15-9*01	IGHD1-14*01	IGHJ6*01	293	4	14	1	58
S8644	IGHV7-81*01	IGHD5-12*01	IGHJ1*01	294	0	9	6	46
S8645	IGHV3/OR16-9*01	IGHD1/OR15-1a*01	IGHJ4*02	293	7	9	0	43
S8646	IGHV3-9*02	IGHD5-24*01	IGHJ4*01	294	14	12	0	44
S8647	IGHV3/OR15-7*01	IGHD2-8*01	IGHJ6*03	300	10	29	0	60
S8648	IGHV1-46*03	IGHD5-24*01	IGHJ6*01	288	7	15	3	63
